Chromosome	Start	End
chr19	24390000	24630000
chr19	24650000	25010000
chr19	25030000	25390000
chr19	25410000	26070000
chr19	26090000	26330000
chr19	26350000	26910000
chr19	26930000	27330000
chr19	27350000	27830000
chr19	27850000	28310000
chr19	28330000	28930000
chr19	28950000	29310000
chr19	29330000	29590000
chr19	29610000	30630000
chr19	30650000	31370000
chr19	31390000	32270000
chr19	32290000	32730000
chr19	32750000	33190000
chr19	33210000	33830000
chr19	33850000	34510000
chr19	34530000	34870000
chr19	34890000	35230000
chr19	35250000	35570000
chr19	35590000	35770000
chr19	35790000	36270000
chr19	36290000	36630000
chr19	36650000	36770000
chr19	36790000	37370000
chr19	37390000	37850000
chr19	37870000	38350000
chr19	38370000	38450000
chr19	38470000	38630000
chr19	38650000	39330000
chr19	39350000	39870000
chr19	39890000	40310000
chr19	40330000	40590000
chr19	40610000	40910000
chr19	40930000	41890000
chr19	41910000	42290000
chr19	42310000	42630000
chr19	42650000	43210000
chr19	43230000	43670000
chr19	43690000	44010000
chr19	44030000	44450000
chr19	44470000	44590000
chr19	44610000	44810000
chr19	44830000	45050000
chr19	45070000	45270000
chr19	45290000	45590000
chr19	45610000	45930000
chr19	45950000	46270000
chr19	46290000	46850000
chr19	46870000	47470000
chr19	47490000	48050000
chr19	48070000	48250000
chr19	48270000	48650000
chr19	48670000	48970000
chr19	48990000	49490000
chr19	49510000	49890000
chr19	49910000	50230000
chr19	50250000	50550000
chr19	50570000	50770000
chr19	50790000	51130000
chr19	51150000	51550000
chr19	51570000	52410000
chr19	52430000	52790000
chr19	52810000	53350000
chr19	53370000	53530000
chr19	53550000	53930000
chr19	53950000	54490000
chr19	54510000	54690000
chr19	54710000	54790000
chr19	54810000	55030000
chr19	55050000	55290000
chr19	55310000	55810000
chr19	55830000	56530000
chr19	56550000	56650000
chr19	56670000	57190000
chr19	57210000	57650000
chr19	57670000	57950000
chr19	57970000	58550000
chr19	58570000	58910000
chr19	58930000	59510000
chr19	59530000	60210000
chr19	60230000	60590000
chr19	60610000	61290000
chr19	61310000	61570000
chr19	61590000	61710000
chr19	61730000	62010000
chr19	62030000	62590000
chr19	62610000	63030000
chr20	790000	1490000
chr20	1510000	2270000
chr20	2290000	2630000
chr20	2650000	3190000
chr20	3210000	3810000
chr20	3830000	4190000
chr20	4210000	4470000
chr20	4490000	4950000
chr20	4970000	5290000
chr20	5310000	5710000
chr20	5730000	6050000
chr20	6070000	6610000
chr20	6630000	6830000
chr20	6850000	7770000
chr20	7790000	8110000
chr20	8130000	8570000
chr20	8590000	8730000
chr20	8750000	9030000
chr20	9050000	9270000
chr20	9290000	9910000
chr20	9930000	10590000
chr20	10610000	11170000
chr20	11190000	11410000
chr20	11430000	12390000
chr20	12410000	12850000
chr20	12870000	13430000
chr20	13450000	13950000
chr20	13970000	14690000
chr20	14710000	15510000
chr20	15530000	16590000
chr20	16610000	17010000
chr20	17030000	17190000
chr20	17210000	17670000
chr20	17690000	18370000
chr20	18390000	18590000
chr20	18610000	19070000
chr20	19090000	19450000
chr20	19470000	19850000
chr20	19870000	20110000
chr20	20130000	20410000
chr20	20430000	20830000
chr20	20850000	21510000
chr20	21530000	21970000
chr20	21990000	22350000
chr20	22370000	22950000
chr20	22970000	23230000
chr20	23250000	23430000
chr20	23450000	23930000
chr20	23950000	24170000
chr20	24190000	24630000
chr20	24650000	24850000
chr20	24870000	25570000
chr20	25590000	25950000
chr20	25970000	26110000
chr20	26130000	26410000
chr20	26430000	27050000
chr20	27070000	27770000
chr20	27790000	28210000
chr20	28230000	28710000
chr20	28730000	29090000
chr20	29110000	30030000
chr20	30050000	30350000
chr20	30370000	31230000
chr20	31250000	31670000
chr20	31690000	32610000
chr20	32630000	33610000
chr20	33630000	34450000
chr20	34470000	34810000
chr20	34830000	35490000
chr20	35510000	36090000
chr20	36110000	36610000
chr20	36630000	37010000
chr20	37030000	37530000
chr20	37550000	38090000
chr20	38110000	38530000
chr20	38550000	39150000
chr20	39170000	39650000
chr20	39670000	40330000
chr20	40350000	41050000
chr20	41070000	41290000
chr20	41310000	41730000
chr20	41750000	41990000
chr20	42010000	42250000
chr20	42270000	42890000
chr20	42910000	43550000
chr20	43570000	43710000
chr20	43730000	44210000
chr20	44230000	44890000
chr20	44910000	45950000
chr20	45970000	46650000
chr20	46670000	46910000
chr20	46930000	48390000
chr20	48410000	48810000
chr20	48830000	49270000
chr20	49290000	49870000
chr20	49890000	51050000
chr20	51070000	51490000
chr20	51510000	52110000
chr20	52130000	52790000
chr20	52810000	53450000
chr20	53470000	53750000
chr20	53770000	54410000
chr20	54430000	54930000
chr20	54950000	55970000
chr20	55990000	56670000
chr20	56690000	57230000
chr20	57250000	58090000
chr20	58110000	58510000
chr20	58530000	58750000
chr20	58770000	59190000
chr20	59210000	59610000
chr20	59630000	59970000
chr20	59990000	61070000
chr20	61090000	61730000
chr20	61750000	62210000
chr20	62230000	62590000
chr20	62610000	62990000
chr20	63010000	64030000
chr20	64050000	64410000
chr20	64430000	65310000
chr20	65330000	65830000
chr20	65850000	66430000
chr20	66450000	66630000
chr20	66650000	67650000
chr20	67670000	68230000
chr20	68250000	68690000
chr20	68710000	69330000
chr20	69350000	69790000
chr20	69810000	70030000
chr20	70050000	70830000
chr20	70850000	71490000
chr21	410000	2070000
chr21	2090000	2490000
chr21	2510000	3030000
chr21	3050000	4270000
chr21	4290000	5230000
chr21	5250000	5530000
chr21	5550000	6030000
chr21	6050000	6310000
chr21	6330000	6810000
chr21	6830000	7430000
chr21	7450000	8270000
chr21	8290000	8390000
chr21	8410000	8970000
chr21	8990000	9590000
chr21	9610000	9970000
chr21	9990000	10550000
chr21	10570000	11290000
chr21	11310000	11810000
chr21	11830000	12390000
chr21	12410000	12750000
chr21	12770000	12910000
chr21	12930000	14030000
chr21	14050000	14270000
chr21	14290000	14930000
chr21	14950000	15850000
chr21	15870000	16070000
chr21	16090000	16670000
chr21	16690000	17010000
chr21	17030000	17530000
chr21	17550000	17850000
chr21	17870000	18630000
chr21	18650000	19590000
chr21	19610000	20030000
chr21	20050000	20450000
chr21	20470000	20790000
chr21	20810000	21010000
chr21	21030000	21490000
chr21	21510000	21730000
chr21	21750000	22070000
chr21	22090000	22270000
chr21	22290000	22610000
chr21	22630000	22830000
chr21	22850000	23350000
chr21	23370000	24010000
chr21	24030000	24550000
chr21	24570000	25150000
chr21	25170000	25510000
chr21	25530000	25890000
chr21	25910000	26210000
chr21	26230000	26830000
chr21	26850000	27330000
chr21	27350000	27830000
chr21	27850000	28310000
chr21	28330000	28790000
chr21	28810000	29330000
chr21	29350000	29730000
chr21	29750000	30190000
chr21	30210000	30650000
chr21	30670000	30970000
chr21	30990000	31390000
chr21	31410000	32010000
chr21	32030000	32770000
chr21	32790000	33150000
chr21	33170000	33490000
chr21	33510000	33750000
chr21	33770000	34070000
chr21	34090000	34310000
chr21	34330000	34670000
chr21	34690000	34910000
chr21	34930000	35490000
chr21	35510000	36650000
chr21	36670000	37390000
chr21	37410000	37750000
chr21	37770000	38590000
chr21	38610000	39170000
chr21	39190000	40050000
chr21	40070000	40770000
chr21	40790000	41190000
chr21	41210000	41930000
chr21	41950000	42950000
chr21	42970000	43970000
chr21	43990000	44290000
chr21	44310000	44950000
chr21	44970000	45370000
chr21	45390000	46050000
chr21	46070000	46770000
chr21	46790000	47410000
chr21	47430000	48030000
chr21	48050000	49050000
chr21	49070000	49330000
chr21	49350000	49790000
chr21	49810000	50430000
chr21	50450000	51290000
chr21	51310000	51870000
chr21	51890000	52170000
chr21	52190000	52670000
chr21	52690000	53470000
chr21	53490000	54650000
chr21	54670000	55430000
chr21	55450000	55930000
chr21	55950000	56230000
chr21	56250000	56810000
chr21	56830000	57810000
chr21	57830000	57970000
chr21	57990000	58510000
chr21	58530000	59470000
chr21	59490000	59930000
chr21	59950000	60290000
chr21	60310000	60410000
chr21	60430000	60910000
chr21	60930000	61370000
chr21	61390000	62210000
chr21	62230000	63230000
chr21	63250000	64430000
chr21	64450000	64650000
chr21	64670000	64890000
chr21	64910000	65170000
chr21	65190000	65570000
chr21	65590000	66070000
chr21	66090000	66590000
chr21	66610000	66830000
chr21	66850000	67150000
chr21	67170000	67710000
chr21	67730000	67970000
chr21	67990000	68190000
chr21	68210000	69110000
chr21	69130000	69310000
chr22	850000	1470000
chr22	1490000	1610000
chr22	1630000	2090000
chr22	2110000	2790000
chr22	2810000	3590000
chr22	3610000	4650000
chr22	4670000	5250000
chr22	5270000	6230000
chr22	6250000	6530000
chr22	6550000	6870000
chr22	6890000	7110000
chr22	7130000	7450000
chr22	7470000	7630000
chr22	7650000	8090000
chr22	8110000	8510000
chr22	8530000	9490000
chr22	9510000	9890000
chr22	9910000	10330000
chr22	10350000	10570000
chr22	10590000	10770000
chr22	10790000	11290000
chr22	11310000	11470000
chr22	11490000	11870000
chr22	11890000	12390000
chr22	12410000	12690000
chr22	12710000	13070000
chr22	13090000	13350000
chr22	13370000	13870000
chr22	13890000	14310000
chr22	14330000	14870000
chr22	14890000	15430000
chr22	15450000	16350000
chr22	16370000	16490000
chr22	16510000	17250000
chr22	17270000	17830000
chr22	17850000	18050000
chr22	18070000	19170000
chr22	19190000	19630000
chr22	19650000	20630000
chr22	20650000	21190000
chr22	21210000	21690000
chr22	21710000	22030000
chr22	22050000	22410000
chr22	22430000	23130000
chr22	23150000	25090000
chr22	25110000	25930000
chr22	25950000	26410000
chr22	26430000	27710000
chr22	27730000	28310000
chr22	28330000	28630000
chr22	28650000	28830000
chr22	28850000	29930000
chr22	29950000	30650000
chr22	30670000	31150000
chr22	31170000	31550000
chr22	31570000	32090000
chr22	32110000	32590000
chr22	32610000	33770000
chr22	33790000	34150000
chr22	34170000	34570000
chr22	34590000	35250000
chr22	35270000	35630000
chr22	35650000	35970000
chr22	35990000	36930000
chr22	36950000	37450000
chr22	37470000	37590000
chr22	37610000	38070000
chr22	38090000	38710000
chr22	38730000	38990000
chr22	39010000	40850000
chr22	40870000	41790000
chr22	41810000	42710000
chr22	42730000	42870000
chr22	42890000	43010000
chr22	43030000	43350000
chr22	43370000	43630000
chr22	43650000	44030000
chr22	44050000	44410000
chr22	44430000	44690000
chr22	44710000	45530000
chr22	45550000	46150000
chr22	46170000	46570000
chr22	46590000	46670000
chr22	46690000	47010000
chr22	47030000	47630000
chr22	47650000	48150000
chr22	48170000	48470000
chr22	48490000	49010000
chr22	49030000	49370000
chr22	49390000	49790000
chr22	49810000	50010000
chr22	50030000	50230000
chr22	50250000	50630000
chr22	50650000	50950000
chr22	50970000	51170000
chr22	51190000	51430000
chr22	51450000	51690000
chr22	51710000	51930000
chr22	51950000	52130000
chr22	52150000	52270000
chr22	52290000	52590000
chr22	52610000	52830000
chr22	52850000	53470000
chr22	53490000	54330000
chr22	54350000	54750000
chr22	54770000	55090000
chr22	55110000	55330000
chr22	55350000	55850000
chr22	55870000	56350000
chr22	56370000	56570000
chr22	56590000	57130000
chr22	57150000	57730000
chr22	57750000	58090000
chr22	58110000	58770000
chr22	58790000	58970000
chr22	58990000	59270000
chr22	59290000	59550000
chr22	59570000	59890000
chr22	59910000	60470000
chr23	950000	1650000
chr23	1670000	2270000
chr23	2290000	2810000
chr23	2830000	3170000
chr23	3190000	3590000
chr23	3610000	3970000
chr23	3990000	4350000
chr23	4370000	5130000
chr23	5150000	6210000
chr23	6230000	6670000
chr23	6690000	7130000
chr23	7150000	7430000
chr23	7450000	7570000
chr23	7590000	8250000
chr23	8270000	8650000
chr23	8670000	9230000
chr23	9250000	9430000
chr23	9450000	9930000
chr23	9950000	10310000
chr23	10330000	10790000
chr23	10810000	10910000
chr23	10930000	11170000
chr23	11190000	11590000
chr23	11610000	12490000
chr23	12510000	13190000
chr23	13210000	13910000
chr23	13930000	14210000
chr23	14230000	14990000
chr23	15010000	15550000
chr23	15570000	15790000
chr23	15810000	16310000
chr23	16330000	16510000
chr23	16530000	16770000
chr23	16790000	17110000
chr23	17130000	17870000
chr23	17890000	18670000
chr23	18690000	19210000
chr23	19230000	19350000
chr23	19370000	20010000
chr23	20030000	20510000
chr23	20530000	20790000
chr23	20810000	21510000
chr23	21530000	21890000
chr23	21910000	22190000
chr23	22210000	22590000
chr23	22610000	23210000
chr23	23230000	24470000
chr23	24490000	24690000
chr23	24710000	25290000
chr23	25310000	25570000
chr23	25590000	25990000
chr23	26010000	27150000
chr23	27170000	27750000
chr23	27770000	28490000
chr23	28510000	28750000
chr23	28770000	28970000
chr23	28990000	29930000
chr23	29950000	30310000
chr23	30330000	30930000
chr23	30950000	31370000
chr23	31390000	31910000
chr23	31930000	32650000
chr23	32670000	32990000
chr23	33010000	33310000
chr23	33330000	35310000
chr23	35330000	36050000
chr23	36070000	36510000
chr23	36530000	37430000
chr23	37450000	37850000
chr23	37870000	39130000
chr23	39150000	39350000
chr23	39370000	39830000
chr23	39850000	40130000
chr23	40150000	40890000
chr23	40910000	41370000
chr23	41390000	42670000
chr23	42690000	42870000
chr23	42890000	43210000
chr23	43230000	43610000
chr23	43630000	43850000
chr23	43870000	44190000
chr23	44210000	44790000
chr23	44810000	45290000
chr23	45310000	45590000
chr23	45610000	46690000
chr23	46710000	47350000
chr23	47370000	47710000
chr23	47730000	48010000
chr23	48030000	48550000
chr23	48570000	48990000
chr23	49010000	49510000
chr23	49530000	50010000
chr23	50030000	50630000
chr23	50650000	50850000
chr23	50870000	51650000
chr23	51670000	52190000
chr24	290000	1010000
chr24	1030000	1910000
chr24	1930000	2330000
chr24	2350000	2650000
chr24	2670000	3210000
chr24	3230000	3610000
chr24	3630000	3950000
chr24	3970000	4250000
chr24	4270000	5230000
chr24	5250000	6070000
chr24	6090000	6890000
chr24	6910000	7150000
chr24	7170000	8410000
chr24	8430000	8790000
chr24	8810000	9650000
chr24	9670000	10830000
chr24	10850000	11390000
chr24	11410000	12370000
chr24	12390000	12550000
chr24	12570000	14030000
chr24	14050000	14750000
chr24	14770000	16090000
chr24	16110000	16630000
chr24	16650000	17190000
chr24	17210000	18350000
chr24	18370000	19290000
chr24	19310000	19390000
chr24	19410000	19710000
chr24	19730000	20150000
chr24	20170000	21050000
chr24	21070000	21310000
chr24	21330000	21810000
chr24	21830000	22170000
chr24	22190000	22990000
chr24	23010000	23370000
chr24	23390000	23950000
chr24	23970000	24530000
chr24	24550000	25090000
chr24	25110000	25310000
chr24	25330000	25630000
chr24	25650000	26150000
chr24	26170000	26750000
chr24	26770000	27550000
chr24	27570000	28610000
chr24	28630000	29250000
chr24	29270000	30190000
chr24	30210000	30730000
chr24	30750000	32250000
chr24	32270000	33130000
chr24	33150000	33690000
chr24	33710000	34410000
chr24	34430000	34690000
chr24	34710000	34950000
chr24	34970000	35190000
chr24	35210000	35690000
chr24	35710000	36150000
chr24	36170000	36830000
chr24	36850000	37130000
chr24	37150000	37390000
chr24	37410000	37690000
chr24	37710000	38010000
chr24	38030000	38730000
chr24	38750000	39050000
chr24	39070000	39590000
chr24	39610000	40070000
chr24	40090000	41050000
chr24	41070000	41370000
chr24	41390000	41490000
chr24	41510000	41910000
chr24	41930000	42170000
chr24	42190000	42770000
chr24	42790000	43070000
chr24	43090000	43210000
chr24	43230000	43610000
chr24	43630000	44030000
chr24	44050000	45370000
chr24	45390000	45670000
chr24	45690000	45850000
chr24	45870000	46450000
chr24	46470000	46710000
chr24	46730000	47430000
chr24	47450000	47650000
chr24	47670000	48130000
chr24	48150000	48330000
chr24	48350000	49130000
chr24	49150000	49530000
chr24	49550000	49970000
chr24	49990000	50310000
chr24	50330000	50570000
chr24	50590000	51090000
chr24	51110000	51630000
chr24	51650000	52110000
chr24	52130000	52850000
chr24	52870000	53050000
chr24	53070000	53470000
chr24	53490000	53770000
chr24	53790000	54450000
chr24	54470000	55230000
chr24	55250000	55930000
chr24	55950000	56790000
chr24	56810000	57290000
chr24	57310000	57610000
chr24	57630000	57830000
chr24	57850000	58190000
chr24	58210000	58370000
chr24	58390000	58810000
chr24	58830000	59310000
chr24	59330000	60070000
chr24	60090000	60690000
chr24	60710000	61290000
chr24	61310000	61750000
chr25	570000	1050000
chr25	1070000	1730000
chr25	1750000	2090000
chr25	2110000	2430000
chr25	2450000	2550000
chr25	2570000	2970000
chr25	2990000	3570000
chr25	3590000	3790000
chr25	3810000	4090000
chr25	4110000	4550000
chr25	4570000	5570000
chr25	5590000	6570000
chr25	6590000	7430000
chr25	7450000	7950000
chr25	7970000	9210000
chr25	9230000	9430000
chr25	9450000	9610000
chr25	9630000	10030000
chr25	10050000	10550000
chr25	10570000	10770000
chr25	10790000	11630000
chr25	11650000	12170000
chr25	12190000	12810000
chr25	12830000	13150000
chr25	13170000	13650000
chr25	13670000	14070000
chr25	14090000	14590000
chr25	14610000	15350000
chr25	15370000	16410000
chr25	16430000	17110000
chr25	17130000	17510000
chr25	17530000	18370000
chr25	18390000	19590000
chr25	19610000	19850000
chr25	19870000	20190000
chr25	20210000	20730000
chr25	20750000	21330000
chr25	21350000	21690000
chr25	21710000	22190000
chr25	22210000	22470000
chr25	22490000	22830000
chr25	22850000	23430000
chr25	23450000	24710000
chr25	24730000	25050000
chr25	25070000	25610000
chr25	25630000	25830000
chr25	25850000	26130000
chr25	26150000	26530000
chr25	26550000	26870000
chr25	26890000	27250000
chr25	27270000	27590000
chr25	27610000	27750000
chr25	27770000	28370000
chr25	28390000	29110000
chr25	29130000	29790000
chr25	29810000	30530000
chr25	30550000	30990000
chr25	31010000	32070000
chr25	32090000	32570000
chr25	32590000	33670000
chr25	33690000	34090000
chr25	34110000	34570000
chr25	34590000	35250000
chr25	35270000	35770000
chr25	35790000	36090000
chr25	36110000	36350000
chr25	36370000	36950000
chr25	36970000	37330000
chr25	37350000	37730000
chr25	37750000	37970000
chr25	37990000	38270000
chr25	38290000	38610000
chr25	38630000	38970000
chr25	38990000	39330000
chr25	39350000	40550000
chr25	40570000	40890000
chr25	40910000	41410000
chr25	41430000	41870000
chr26	450000	850000
chr26	870000	1290000
chr26	1310000	1590000
chr26	1610000	2630000
chr26	2650000	2870000
chr26	2890000	4210000
chr26	4230000	5550000
chr26	5570000	6290000
chr26	6310000	6930000
chr26	6950000	7830000
chr26	7850000	8310000
chr26	8330000	9130000
chr26	9150000	9410000
chr26	9430000	10150000
chr26	10170000	10490000
chr26	10510000	11070000
chr26	11090000	11410000
chr26	11430000	12470000
chr26	12490000	12910000
chr26	12930000	13310000
chr26	13330000	13430000
chr26	13450000	13990000
chr26	14010000	14630000
chr26	14650000	14850000
chr26	14870000	15030000
chr26	15050000	15310000
chr26	15330000	16030000
chr26	16050000	16870000
chr26	16890000	17290000
chr26	17310000	17870000
chr26	17890000	18290000
chr26	18310000	18490000
chr26	18510000	18890000
chr26	18910000	19290000
chr26	19310000	19490000
chr26	19510000	20390000
chr26	20410000	20670000
chr26	20690000	21150000
chr26	21170000	21410000
chr26	21430000	21850000
chr26	21870000	22530000
chr26	22550000	22790000
chr26	22810000	23070000
chr26	23090000	23310000
chr26	23330000	24130000
chr26	24150000	24430000
chr26	24450000	24910000
chr26	24930000	25470000
chr26	25490000	25790000
chr26	25810000	26630000
chr26	26650000	27610000
chr26	27630000	28190000
chr26	28210000	29410000
chr26	29430000	29850000
chr26	29870000	30410000
chr26	30430000	30870000
chr26	30890000	31150000
chr26	31170000	31570000
chr26	31590000	32650000
chr26	32670000	32970000
chr26	32990000	34090000
chr26	34110000	34670000
chr26	34690000	35270000
chr26	35290000	35590000
chr26	35610000	36190000
chr26	36210000	36810000
chr26	36830000	37690000
chr26	37710000	38750000
chr26	38770000	39230000
chr26	39250000	39710000
chr26	39730000	40030000
chr26	40050000	40850000
chr26	40870000	41830000
chr26	41850000	42770000
chr26	42790000	43330000
chr26	43350000	43690000
chr26	43710000	44050000
chr26	44070000	44390000
chr26	44410000	45310000
chr26	45330000	46310000
chr26	46330000	46910000
chr26	46930000	47570000
chr26	47590000	47910000
chr26	47930000	48350000
chr26	48370000	48790000
chr26	48810000	49410000
chr26	49430000	50110000
chr26	50130000	50590000
chr26	50610000	51090000
chr26	51110000	51690000
chr27	790000	1170000
chr27	1190000	1470000
chr27	1490000	2010000
chr27	2030000	2410000
chr27	2430000	4230000
chr27	4250000	5410000
chr27	5430000	5910000
chr27	5930000	6290000
chr27	6310000	6690000
chr27	6710000	6950000
chr27	6970000	7250000
chr27	7270000	7530000
chr27	7550000	7790000
chr27	7810000	8510000
chr27	8530000	8770000
chr27	8790000	9270000
chr27	9290000	9970000
chr27	9990000	10170000
chr27	10190000	11150000
chr27	11170000	11570000
chr27	11590000	12030000
chr27	12050000	13070000
chr27	13090000	13450000
chr27	13470000	13830000
chr27	13850000	14230000
chr27	14250000	14790000
chr27	14810000	15110000
chr27	15130000	15510000
chr27	15530000	15570000
chr27	15590000	16250000
chr27	16270000	18270000
chr27	18290000	18810000
chr27	18830000	19170000
chr27	19190000	19670000
chr27	19690000	19970000
chr27	19990000	20370000
chr27	20390000	20890000
chr27	20910000	21410000
chr27	21430000	21730000
chr27	21750000	22810000
chr27	22830000	23310000
chr27	23330000	23970000
chr27	23990000	24130000
chr27	24150000	24290000
chr27	24310000	24790000
chr27	24810000	25050000
chr27	25070000	25630000
chr27	25650000	26250000
chr27	26270000	26930000
chr27	26950000	27270000
chr27	27290000	28050000
chr27	28070000	28410000
chr27	28430000	28670000
chr27	28690000	29290000
chr27	29310000	30630000
chr27	30650000	31650000
chr27	31670000	32150000
chr27	32170000	33010000
chr27	33030000	33910000
chr27	33930000	34230000
chr27	34250000	34610000
chr27	34630000	35310000
chr27	35330000	36050000
chr27	36070000	36550000
chr27	36570000	36830000
chr27	36850000	37230000
chr27	37250000	37570000
chr27	37590000	37750000
chr27	37770000	38290000
chr27	38310000	38690000
chr27	38710000	39030000
chr27	39050000	39890000
chr27	39910000	40150000
chr27	40170000	41210000
chr27	41230000	42030000
chr27	42050000	42890000
chr27	42910000	43670000
chr27	43690000	44810000
chr28	570000	1170000
chr28	1190000	1450000
chr28	1470000	2010000
chr28	2030000	2710000
chr28	2730000	2830000
chr28	2850000	3370000
chr28	3390000	3650000
chr28	3670000	4030000
chr28	4050000	4430000
chr28	4450000	5450000
chr28	5470000	6170000
chr28	6190000	6630000
chr28	6650000	6930000
chr28	6950000	7230000
chr28	7250000	7850000
chr28	7870000	8230000
chr28	8250000	8770000
chr28	8790000	9170000
chr28	9190000	9570000
chr28	9590000	10350000
chr28	10370000	11130000
chr28	11150000	12130000
chr28	12150000	12730000
chr28	12750000	13150000
chr28	13170000	13790000
chr28	13810000	14250000
chr28	14270000	14490000
chr28	14510000	14850000
chr28	14870000	15270000
chr28	15290000	15870000
chr28	15890000	16130000
chr28	16150000	16470000
chr28	16490000	17110000
chr28	17130000	17730000
chr28	17750000	18370000
chr28	18390000	18510000
chr28	18530000	19270000
chr28	19290000	19890000
chr28	19910000	21350000
chr28	21370000	21690000
chr28	21710000	22590000
chr28	22610000	23370000
chr28	23390000	24350000
chr28	24370000	24750000
chr28	24770000	25230000
chr28	25250000	25510000
chr28	25530000	26270000
chr28	26290000	26730000
chr28	26750000	27030000
chr28	27050000	27430000
chr28	27450000	27990000
chr28	28010000	28370000
chr28	28390000	28930000
chr28	28950000	29390000
chr28	29410000	29670000
chr28	29690000	30050000
chr28	30070000	30990000
chr28	31010000	31490000
chr28	31510000	31810000
chr28	31830000	32310000
chr28	32330000	32890000
chr28	32910000	33470000
chr28	33490000	33730000
chr28	33750000	34270000
chr28	34290000	34910000
chr28	34930000	35170000
chr28	35190000	35710000
chr28	35730000	36050000
chr28	36070000	36250000
chr28	36270000	37790000
chr28	37810000	38530000
chr28	38550000	39110000
chr28	39130000	39430000
chr28	39450000	40250000
chr28	40270000	41090000
chr28	41110000	41310000
chr28	41330000	41830000
chr28	41850000	42210000
chr28	42230000	42630000
chr28	42650000	42990000
chr28	43010000	43690000
chr28	43710000	43990000
chr28	44010000	44590000
chr28	44610000	45010000
chr29	1090000	1930000
chr29	1950000	2310000
chr29	2330000	3470000
chr29	3490000	3910000
chr29	3930000	4570000
chr29	4590000	5150000
chr29	5170000	5910000
chr29	5930000	6570000
chr29	6590000	7090000
chr29	7110000	7710000
chr29	7730000	8230000
chr29	8250000	8630000
chr29	8650000	9230000
chr29	9250000	9950000
chr29	9970000	11010000
chr29	11030000	11850000
chr29	11870000	12390000
chr29	12410000	12750000
chr29	12770000	12950000
chr29	12970000	14170000
chr29	14190000	14490000
chr29	14510000	15650000
chr29	15670000	16250000
chr29	16270000	16990000
chr29	17010000	17430000
chr29	17450000	18330000
chr29	18350000	18950000
chr29	18970000	19230000
chr29	19250000	19730000
chr29	19750000	20330000
chr29	20350000	20670000
chr29	20690000	22010000
chr29	22030000	22690000
chr29	22710000	24330000
chr29	24350000	24570000
chr29	24590000	24970000
chr29	24990000	25370000
chr29	25390000	25950000
chr29	25970000	26390000
chr29	26410000	27610000
chr29	27630000	28090000
chr29	28110000	28370000
chr29	28390000	28990000
chr29	29010000	29610000
chr29	29630000	30390000
chr29	30410000	30790000
chr29	30810000	31030000
chr29	31050000	31410000
chr29	31430000	32310000
chr29	32330000	32590000
chr29	32610000	32950000
chr29	32970000	33870000
chr29	33890000	34550000
chr29	34570000	35190000
chr29	35210000	35990000
chr29	36010000	36370000
chr29	36390000	36990000
chr29	37010000	37230000
chr29	37250000	37570000
chr29	37590000	38790000
chr29	38810000	39290000
chr29	39310000	39750000
chr29	39770000	40170000
chr29	40190000	40730000
chr29	40750000	41190000
chr29	41210000	41990000
chr29	42010000	42490000
chr29	42510000	42630000
chr29	42650000	42970000
chr29	42990000	43310000
chr29	43330000	43530000
chr29	43550000	43750000
chr29	43770000	44390000
chr29	44410000	44870000
chr29	44890000	45270000
chr29	45290000	45710000
chr29	45730000	45910000
chr29	45930000	46410000
chr29	46430000	46910000
chr29	46930000	47370000
chr29	47390000	47530000
chr29	47550000	48290000
chr29	48310000	48670000
chr29	48690000	49170000
chr29	49190000	49370000
chr29	49390000	49870000
chr29	49890000	49990000
chr29	50010000	50510000
chrX	350000	1050000
chrX	1070000	2530000
chrX	2550000	3270000
chrX	3290000	3790000
chrX	3810000	4290000
chrX	4310000	4730000
chrX	4750000	5030000
chrX	5050000	5330000
chrX	5350000	5930000
chrX	5950000	7430000
chrX	7450000	8070000
chrX	8090000	8390000
chrX	8410000	8670000
chrX	8690000	9310000
chrX	9330000	10390000
chrX	10410000	10670000
chrX	10690000	11890000
chrX	11910000	12430000
chrX	12450000	13150000
chrX	13170000	13550000
chrX	13570000	14410000
chrX	14430000	14950000
chrX	14970000	15710000
chrX	15730000	16590000
chrX	16610000	16870000
chrX	16890000	17610000
chrX	17630000	18110000
chrX	18130000	18890000
chrX	18910000	28870000
chrX	28890000	30670000
chrX	30690000	31990000
chrX	32010000	32210000
chrX	32230000	32670000
chrX	32690000	33390000
chrX	33410000	33670000
chrX	33690000	34170000
chrX	34190000	35310000
chrX	35330000	35850000
chrX	35870000	36230000
chrX	36250000	36670000
chrX	36690000	36910000
chrX	36930000	37630000
chrX	37650000	38490000
chrX	38510000	39830000
chrX	39850000	40250000
chrX	40270000	40950000
chrX	40970000	41890000
chrX	41910000	42710000
chrX	42730000	43150000
chrX	43170000	43970000
chrX	43990000	45250000
chrX	45270000	46410000
chrX	46430000	47990000
chrX	48010000	49430000
chrX	49450000	49830000
chrX	49850000	50430000
chrX	50450000	50810000
chrX	50830000	51850000
chrX	51870000	52710000
chrX	52730000	53370000
chrX	53390000	54050000
chrX	54070000	55090000
chrX	55110000	56810000
chrX	56830000	57290000
chrX	57310000	57910000
chrX	57930000	58290000
chrX	58310000	58570000
chrX	58590000	58870000
chrX	58890000	59170000
chrX	59190000	59870000
chrX	59890000	60370000
chrX	60390000	60630000
chrX	60650000	61110000
chrX	61130000	61650000
